Table: RackPositionPlausi Dependency,,
fALkaDeactivated,LaneKeepAssistAngleCtrlMain(fLkaDeactivated),EpsOutput
fAssistPraSwitchToLKA,LaneKeepAssistAngleCtrlMain(sAssistPraSwitchToLKA),EpsOutput
fEPSDMCInhibit,DMS,EpsOutput
fEPS_3_AgFailr,LaneKeepAssistAngleCtrlPlausi,EpsOutput
fEPS_4_PSCMActRPCTrqValid,LaneKeepAssistAngleCtrlPlausi,EpsOutput
fLkaRecTarAngOvRang,LaneKeepAssistAngleCtrlMain,EpsOutput
fLkaRecTarSpdOvRang,LaneKeepAssistAngleCtrlMain,EpsOutput
fNmBs_BusOffExecute_gdb,NetworkManagement,EpsOutput
fOverCurrent,SupplyVoltageReduction,EpsOutput
fTLkaDeactivated,LaneKeepAssist(fLkaDeactivated),EpsOutput
iBattCurrent,SigTfr,EpsOutput
mLKAEPSTorsionTorAct,LaneKeepAssistAngleTorqConvert,EpsOutput
mLKATorsionTorLimIntMax,LaneKeepAssistAngleTorqConvert,EpsOutput
mLkaCheckedMMotOffset,LaneKeepAssistPlausi,EpsOutput
mLkaCheckedTBTOffset,LaneKeepAssistPlausi,EpsOutput
mLkaMaxRampRate,LaneKeepAssist,EpsOutput
mMotTorq4Check,RackPositionControl,EpsOutput
mTorsionBarTorque,TAS,EpsOutput
sALkaICtrState,LaneKeepAssistAngleCtrlPlausi(sLkaICtrState),EpsOutput
sCalibState,RackPosition,EpsOutput
sEPSAssistanceStyle,DMS,EpsOutput
sEPSAssociWithDriverModeNVW,DMS,EpsOutput
sEPSCharacModeStatusDMSNVW,DMS,EpsOutput
sEPS_4_AgCtrlLimActvd,LaneKeepAssistAngleCtrlPlausi,EpsOutput
sEPS_4_LatDrvgAvlForLvl,N/A,EpsOutput
sEPS_4_TBTDir,LaneKeepAssistAngleCtrlPlausi,EpsOutput
sESLearnStateLeftNVW,RackPosition,EpsOutput
sESLearnStateRightNVW,RackPosition,EpsOutput
sEpsALkaErrorCode,LaneKeepAssistAngleCtrlMain(sEpsLkaErrorCode),EpsOutput
sEpsALkaState,LaneKeepAssistAngleCtrlMain(sEpsLkaState),EpsOutput
sEpsApxInhibitCode,APA,EpsOutput
sEpsApxState,APA,EpsOutput
sEpsTLkaErrorCode,LaneKeepAssist(sEpsLkaErrorCode),EpsOutput
sEpsTLkaState,LaneKeepAssist(sEpsLkaState),EpsOutput
sInterferDetdState,APA,EpsOutput
sLdwState,LDW,EpsOutput
sLdw_CtrlState,LDWCheck(sLdwCtrlState),EpsOutput
sLkaTBTOffsetValid,LaneKeepAssist,EpsOutput
sSteeringAngleInitState,RackPosition,EpsOutput
sSystemState,SystemStateMachine,EpsOutput
sTASAngleInitState,N/A,EpsOutput
sTLkaICtrState,LaneKeepAssistPlausi(sLkaICtrState),EpsOutput
vAbsSteeringAngleSpeed,RotorSpeedCalculation,EpsOutput
vSteeringAngleSpeed,RotorSpeedCalculation,EpsOutput
wRecTarAngOvRangLim,LaneKeepAssistAngleCtrlMain,EpsOutput
wSteeringAngle,RackPosCorr,EpsOutput
wSteeringAngleRaw,RackPosCorr,EpsOutput
xLimMotTrq,TRCCheck,EpsOutput
yEpasFailSts,DMS,EpsOutput
IndStatus_DTCFlag,N/A,EpsOutput
IndStatus_EmergencyECU,N/A,EpsOutput
IndStatus_EmergencyMotor,N/A,EpsOutput
IndStatus_HIGH_LAMP,N/A,EpsOutput
IndStatus_LOW_LAMP,N/A,EpsOutput
IndStatus_OverTemp,N/A,EpsOutput
IndStatus_OverVolt,N/A,EpsOutput
IndStatus_ShutDown,N/A,EpsOutput
IndStatus_SystemError,N/A,EpsOutput
IndStatus_TAS_Error,N/A,EpsOutput
IndStatus_UnderVolt,N/A,EpsOutput
WdgMonI_RunnCPR,WdgMMonitor,EpsOutput
WdgMonI_RunnCPR10ms,WdgMMonitor,EpsOutput

Table: RackPosCorr Dependency,,
Interface,Sender/Server,Receiver/Client
wAbsDynSteeringAngle,RackPosCorr,N/A
wAbsSteeringAngle,RackPosCorr,ActiveDamping(wAbsStrAng)|ActiveReturn|DTSCMain|EndStop|EndStopCheckPlausi|FrictionCompensation|ShimmyTrqCal|VehicleSpeedMain
wDynSteerAngle,RackPosCorr,N/A
wSteeringAngle,RackPosCorr,APA|ActiveReturn|ChatterRecognition|EndStop|EndStopCheckPlausi|EpsOutput|EpsSicPage|ErrorHandler|FrictionCompensation|LaneKeepAssistAngleCtrlMain|LaneKeepAssistAngleCtrlPlausi|LaneKeepAssistAngleCtrlTorque(wCurrentAngle)|PDC(wPDC_SteeringAngle)|RackPositionControl(wCurrentAngle)|TorqueLimitationCoordinator|UDSServices
wSteeringAngleLTCorrNvW,RackPosCorr,NVRam(wSteeringAngleLTCorrNVW)
wSteeringAngleRaw,RackPosCorr,EpsOutput
wSteeringAngle_2,RackPosCorr,EndStopCheckPlausi
wsaLTCorr,RackPosCorr,N/A
wsaSTCorr,RackPosCorr,N/A
mAbsTorsionBarTorque,TAS,RackPosCorr
mTorsionBarTorque,TAS,RackPosCorr
nRotorSpeedFilt,RotorSpeedCalCheckPlausi(nRotSpeedFilt),RackPosCorr
sSteeringAngleState,RackPosition(sSteeringAngleInitState),RackPosCorr
sTASAngleInitState,TAS,RackPosCorr
sVehSpState,VehicleSpeedMain(sVehicleSpeedState),RackPosCorr
vAbsSteeringAngleSpeed,RotorSpeedCalculation,RackPosCorr
vAbsVehSpdFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),RackPosCorr
wCombAbsAngle,TAS,RackPosCorr
wSteeringAngleLTCorrNvR,NVRam(wSteeringAngleLTCorrNVR),RackPosCorr
wSteeringAngleNotCorr,RackPositionPlausi,RackPosCorr
wSteeringAngleNotCorr_2,RackPositionPlausi,RackPosCorr
wSteeringAngleOffset,FunctionCoordinatorPlausi(wStrAngleOffsetSafe),RackPosCorr
wSteeringAngleOffset_2,FunctionCoordinatorPlausi(wStrAngleOffsetSafeRedundant),RackPosCorr
AppFunctionState,ApplicationFunctionManage,RackPosCorr
RDII_ReadCheckRedundantRamS16,N/A,RackPosCorr
WdgMonI_RunnCPR,WdgMMonitor,RackPosCorr

Table: ActiveDamping Dependency,,
Interface,Sender/Server,Receiver/Client
mActDampMotorTorque,ActiveDamping,SteeringControl(mActDampMotTrq)|UDSServices
aRotAccFilt,RotorSpeedCalculation(aRotAccelerationFilt),ActiveDamping
mAbsDrvTorq,DriverTorqueCalculation(mAbsDriverTorque),ActiveDamping
mAbsTorsionBarTorque,TAS,ActiveDamping
mDrvTorq,DriverTorqueCalculation(mDriverTorque),ActiveDamping
mTorsionBarTorque,TAS,ActiveDamping
nAbsGeneratoricRotSpd,RotorSpeedCalCheckPlausi(nAbsGenerRotSpeed),ActiveDamping
nAbsRotSpdFilt,RotorSpeedCalCheckPlausi(nAbsRotSpeedFilt),ActiveDamping
nRotSpdFilt,RotorSpeedCalCheckPlausi(nRotSpeedFilt),ActiveDamping
sSteeringAngleInitState,RackPosition,ActiveDamping
sVehSpdState,VehicleSpeedMain(sVehicleSpeedState),ActiveDamping
vAbsVehSpdFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),ActiveDamping
wAbsStrAng,RackPosCorr(wAbsSteeringAngle),ActiveDamping
xActDampFactor,FunctionCoordinatorPlausi(xActDampFactSafe),ActiveDamping
xActDampFactorRedundant,FunctionCoordinatorPlausi(xActDampFactSafeRedundant),ActiveDamping
xGearSign,ApplicationFunctionManage,ActiveDamping
yActualChar,DMS,ActiveDamping
WdgMonI_RunnCPR,WdgMMonitor,ActiveDamping

Table: ActiveReturn Dependency,,
Interface,Sender/Server,Receiver/Client
mActiveReturnMotorTorq4Check,ActiveReturn,ActiveReturnPlausi
aRotAccelerationFilt,RotorSpeedCalculation,ActiveReturn
mAbsDriverTorque,DriverTorqueCalculation,ActiveReturn
mAbsTorsionBarTorque,TAS,ActiveReturn
mDriverTorque,DriverTorqueCalculation,ActiveReturn
mTorsionBarTorque,TAS,ActiveReturn
sSteeringAngleInitState,RackPosition,ActiveReturn
sVehicleSpeedState,VehicleSpeedMain,ActiveReturn
vAbsSafeVehicleSpeed,VehicleSpeedPlausi,ActiveReturn
vAbsSafeVehicleSpeed_2,VehicleSpeedPlausi,ActiveReturn
vAbsVehSpdFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),ActiveReturn
vSteeringAngleSpeed,RotorSpeedCalculation,ActiveReturn
wAbsSteeringAngle,RackPosCorr,ActiveReturn
wSteeringAngle,RackPosCorr,ActiveReturn
xActRetFuncFactor,FunctionCoordinatorPlausi(xActRetFactSafe),ActiveReturn
xActRetFuncFactorRedundant,FunctionCoordinatorPlausi(xActRetFactSafeRedundant),ActiveReturn
xActRetSpeedFactor,FunctionCoordinatorPlausi(xActRetSpdFactSafe),ActiveReturn
xActRetSpeedFactorRedundant,FunctionCoordinatorPlausi(xActRetSpdFactSafeRedundant),ActiveReturn
xGearSign,ApplicationFunctionManage,ActiveReturn
yActualChar,DMS,ActiveReturn
WdgMonI_RunnCPR,WdgMMonitor,ActiveReturn

Table: RackPosition Dependency,,
Interface,Sender/Server,Receiver/Client
sCalibState,RackPosition,EpsOutput
sESLearnStateLeftNVW,RackPosition,EpsOutput|NVRam
sESLearnStateRightNVW,RackPosition,EpsOutput|NVRam
sSlipClutchStatus,RackPosition,N/A
sSteeringAngleInitState,RackPosition,APA|ActiveDamping|ActiveReturn|EndStop|EndStopCheckPlausi|EpsOutput|FrictionCompensation|LDW|LaneKeepAssistAngleCtrlMain|RackPosCorr(sSteeringAngleState)|TorqueLimitationCoordinator|UDSServices|VehicleSpeedMain
vTASAngleSpeed,RackPosition,N/A
wConvTASAngle,RackPosition,N/A
wEsStrAngleLeftNVW,RackPosition,NVRam
wEsStrAngleRightNVW,RackPosition,NVRam
wRotorAngle,RackPosition,N/A
wSteeringAngleNotCorr4Check,RackPosition,RackPositionPlausi
wSteeringAngleOffsetNVW,RackPosition,NVRam
wTASAngAtGearCenter,RackPosition,N/A
mLimMotorTorque,TorqueLimitationCoordinator,RackPosition
mTorsionBarTorque,TAS,RackPosition
nRotorSpeed,RotorSpeedCalculation,RackPosition
sESLearnStateLeftNVR,NVRam,RackPosition
sESLearnStateRightNVR,NVRam,RackPosition
sTASAngleInitState,TAS,RackPosition
wCombAbsAngle,TAS,RackPosition
wEsStrAngleLeftNVR,NVRam,RackPosition
wEsStrAngleRightNVR,NVRam,RackPosition
wRelRotorPosition,RPS,RackPosition
wSteeringAngleOffsetNVR,NVRam,RackPosition
xGearSign,ApplicationFunctionManage,RackPosition
CalibCtrl,RackPosition,UDSServices
GetCalibState,RackPosition,UDSServices
RackPosConvt2RackPos,RackPosition,N/A
RackPosConvt2RotAng,RackPosition,N/A
Event_DemEvent_AppCalibCheckErr,N/A,RackPosition
Event_DemEvent_AppEsNotLearn,N/A,RackPosition
Event_DemEvent_AppSteerAngErrorNotCalib,N/A,RackPosition
Event_DemEvent_AppSteerAngErrorNotInit,N/A,RackPosition
NvRamI_GetBlockStatus,NVRam,RackPosition
NvRamI_WriteBlock,NVRam,RackPosition
WdgMonI_RunnCPR,WdgMMonitor,RackPosition

Table: Communication Dependency,,
Interface,Sender/Server,Receiver/Client
Com_AngleFailure,Communication,N/A
Com_BatteryCurrent_VT,Communication,N/A
Com_BatteryVoltage,Communication,N/A
Com_BatteryVoltage_PV,Communication,N/A
Com_BatteryVoltage_VT,Communication,N/A
Com_BatteryWarning,Communication,N/A
Com_CANWarning,Communication,N/A
Com_ChattPeriodCount_VT,Communication,N/A
Com_Com_T1TxData,Communication,N/A
Com_CoreVoltage_1dot3V,Communication,N/A
Com_CoreVoltage_1dot3V_PV,Communication,N/A
Com_EPS2_Reserved1,Communication,N/A
Com_EPS2_Reserved2,Communication,N/A
Com_EPSFailSts,Communication,N/A
Com_EPSSteeringAngleCalibrationSts,Communication,N/A
Com_EPSSts,Communication,N/A
Com_EPS_1_MessageCounter,Communication,N/A
Com_EPS_1_Reserved1,Communication,N/A
Com_EPS_1_Reserved2,Communication,N/A
Com_EPS_2_CRC,Communication,N/A
Com_EPS_2_Message_Counter,Communication,N/A
Com_EPS_3_CRC,Communication,N/A
Com_EPS_3_Message_Counter,Communication,N/A
Com_EPS_3_Reserved_1,Communication,N/A
Com_EPS_3_StrngAgSpd,Communication,N/A
Com_EPS_3_StrngAgSpdValidData,Communication,N/A
Com_EPS_3_StrngWhlAg,Communication,N/A
Com_EPS_3_StrngWhlAgValid,Communication,N/A
Com_EPS_4_AgCtrlLimActvd,Communication,N/A
Com_EPS_4_CRC,Communication,N/A
Com_EPS_4_HptcVibSrvAvl,Communication,N/A
Com_EPS_4_LatDrvgAvlForLvl,Communication,N/A
Com_EPS_4_LoASts,Communication,N/A
Com_EPS_4_Message_Counter,Communication,N/A
Com_EPS_4_PSCMActRPCTrq,Communication,N/A
Com_EPS_4_PSCMActRPCTrqValid,Communication,N/A
Com_EPS_APA_CurrentSystemStatus,Communication,N/A
Com_EPS_APA_FaultStatus,Communication,N/A
Com_EPS_APA_SteeringAngleInvalid,Communication,N/A
Com_EPS_APA_SteeringWheelAngleRes,Communication,N/A
Com_EPS_AssistanceStyle_Sts,Communication,N/A
Com_EPS_AssociWithDriverModeSts,Communication,N/A
Com_EPS_EOTLearning_Sts,Communication,N/A
Com_EPS_Temp_monitor,Communication,N/A
Com_Eps2CanTerm,Communication,N/A
Com_EpsAzgTx_Data,Communication,N/A
Com_EpsControlStatus,Communication,N/A
Com_ExternalTemperature,Communication,N/A
Com_ExternalTemperature_PV,Communication,N/A
Com_FOC_TorqDiffInteg_VT,Communication,N/A
Com_FocPlausi_TorqDiff_F,Communication,N/A
Com_InternalFailure,Communication,N/A
Com_InternalTemperature,Communication,N/A
Com_InternalTemperature_PV,Communication,N/A
Com_MosTemperature,Communication,N/A
Com_MotCtrl_fPlausi_Enable_F,Communication,N/A
Com_MotCtrl_fPlausi_InEnable_F,Communication,N/A
Com_MotorReductionFactor,Communication,N/A
Com_MotorTemp,Communication,N/A
Com_Motor_Torque,Communication,N/A
Com_Motor_Torque_DV,Communication,N/A
Com_Motor_Torque_PV,Communication,N/A
Com_Motor_Torque_VT,Communication,N/A
Com_MtrTorqRef,Communication,N/A
Com_Mtrlsref,Communication,N/A
Com_PhaseCurrent_U,Communication,N/A
Com_PhaseCurrent_U_PV,Communication,N/A
Com_PhaseCurrent_W,Communication,N/A
Com_PhaseCurrent_W_PV,Communication,N/A
Com_RPS_Angle,Communication,N/A
Com_RPS_Angle_DV,Communication,N/A
Com_RPS_Angle_PV,Communication,N/A
Com_RPS_FITMode_F,Communication,N/A
Com_RPS_Speed,Communication,N/A
Com_RPS_SpeedFilt,Communication,N/A
Com_RPS_SpeedFilt_VT,Communication,N/A
Com_RPS_Speed_DV,Communication,N/A
Com_RackPosC_SteeringAngle_F,Communication,N/A
Com_Reserved_InternalFaultcodeBits,Communication,N/A
Com_Reserved_MCSwVersion,Communication,N/A
Com_Reserved_SwVersion,Communication,N/A
Com_RotS_RotorSpeedfit_F,Communication,N/A
Com_Rotorpositon_F,Communication,N/A
Com_SAM_1_GCRCCheck,Communication,N/A
Com_SAM_1_G_MessageCounter,Communication,N/A
Com_SAM_1_G_Reserved1,Communication,N/A
Com_SASCalibrated,Communication,N/A
Com_SASInit,Communication,N/A
Com_SEventMemory,Communication,N/A
Com_SGFaultInjectionMode_F,Communication,N/A
Com_SSM_systemstate_F,Communication,N/A
Com_SteerModeActive_F,Communication,N/A
Com_SteeringAngle,Communication,N/A
Com_SteeringAngleSpeed,Communication,N/A
Com_SteeringAngleSpeedValidData,Communication,N/A
Com_SteeringAngleValidData,Communication,N/A
Com_SystemState,Communication,N/A
Com_SystemState_PV,Communication,N/A
Com_SystemState_VT,Communication,N/A
Com_TAS_Angle,Communication,N/A
Com_TAS_Angle_PV,Communication,N/A
Com_TAS_Torque,Communication,N/A
Com_TAS_Torque_PV,Communication,N/A
Com_TAS_Torque_VT,Communication,N/A
Com_TAS_TorsionBarTorque_F,Communication,N/A
Com_TLC_LimMotorTorque_F,Communication,N/A
Com_TRC_Torque_VT,Communication,N/A
Com_TRC_xLimMotTrq_F,Communication,N/A
Com_TesterTX,Communication,N/A
Com_TorqueRedLevel_PV,Communication,N/A
Com_TorsionBarTorque,Communication,N/A
Com_TorsionBarTorqueDir,Communication,N/A
Com_TosionBarTorqueValid,Communication,N/A
Com_VS_AvgVehicleSpeed_F,Communication,N/A
Com_VehicleSpeed_VT,Communication,N/A
Com_Vehicle_Speed_DV,Communication,N/A
Com_VoltageStatus,Communication,N/A
Com_ssiSelSicMsg1,Communication,N/A
Com_ssiSelSicMsg2,Communication,N/A
FactoryTBT,Communication,N/A
FactoryTasAngle,Communication,TAS
aLateralAcceleration,Communication,N/A
aLongitudeAccerleration,Communication,N/A
eSWConfigNVW,Communication,N/A
fCanTermBlockUse1NVW,Communication,N/A
fCanTermBlockUse2NVW,Communication,N/A
fECOModeSWSts,Communication,N/A
fFCM_3_StrngWhlAgReqA,Communication,N/A
fFactoryModeEnable,Communication,N/A
fTasFactoryMode,Communication,N/A
mLkaTorqueReq,Communication,N/A
mSACMotorTorLimExtMax,Communication,N/A
mSACMotorTorLimExtMin,Communication,N/A
nEngineSpeed,Communication,N/A
sABSActive,Communication,N/A
sABSFailed,Communication,N/A
sApxFailureStatus,Communication,N/A
sApxState,Communication,N/A
sAssistPraSwitchReq,Communication,N/A
sDVDAssistanceStyle,Communication,N/A
sDVDAssociWithDriverMode,Communication,N/A
sDrivermodeReq,Communication,N/A
sFactoryModeState,Communication,N/A
sLKAReqToqV,Communication,N/A
sLKAStrAngleReqVld,Communication,N/A
sLdwVibrationRequest,Communication,N/A
sLkaFailSts,Communication,N/A
sLkaL2FunReqSt,Communication,N/A
sLkaL2ModeReqSt,Communication,N/A
sLkaRequestTorqueStatus,Communication,N/A
sNetworkManageStatus,Communication,SystemStateMachine
sSSMStatus,Communication,N/A
sVSEState,Communication,N/A
vRawVehicleSpeed,Communication,N/A
vWheelSpeedFL,Communication,N/A
vWheelSpeedFR,Communication,N/A
vWheelSpeedRL,Communication,N/A
vWheelSpeedRR,Communication,N/A
vYawVelocity,Communication,DTSCMain|EpsInput|PDC(vPDC_YawVelocity)
wApxDesireAngle,Communication,N/A
wStrAngleReq,Communication,N/A
wStrWheelAngleReq,Communication,LaneKeepAssistAngleCtrlMain
yDMSModeSetReqFailSts,Communication,N/A
yRPSCalibFlag,Communication,N/A
zOdometerValue,Communication,N/A
Com_ABS_ESP_1_ABSActive,EpsInput,Communication
Com_ABS_ESP_1_ABSFailSts,EpsInput,Communication
Com_ABS_ESP_1_Checksum,EpsInput,Communication
Com_ABS_ESP_1_MessageCounter,EpsInput,Communication
Com_ABS_ESP_1_TCSActive,EpsInput,Communication
Com_ABS_ESP_1_TCSFailSts,EpsInput,Communication
Com_ABS_ESP_1_VDCActive,EpsInput,Communication
Com_ABS_ESP_1_VDCFailSts,EpsInput,Communication
Com_ABS_ESP_1_VehicleSpeedVSOSig,EpsInput,Communication
Com_APA_EPS_Control_Request,EpsInput,Communication
Com_APA_SteeringWheelAngleReq,EpsInput,Communication
Com_AVM_APA_1_AliveCounter,EpsInput,Communication
Com_AVM_APA_1_CRC,EpsInput,Communication
Com_AVM_APA_SystemSts,EpsInput,Communication
Com_AcceleratorPosRaw,EpsInput,Communication
Com_Azg2EpsCommnSig,EOL,Communication
Com_CanTerm2EpsSig,CanTerm,Communication
Com_DVD_SET_EPS_Assistance_Style,EpsInput,Communication
Com_DVD_SET_EPS_AssociWithDriverMode,EpsInput,Communication
Com_EMS_1_Checksum,EpsInput,Communication
Com_EMS_1_MessageCounter,EpsInput,Communication
Com_EPS_SicControl1,N/A,Communication
Com_EPS_SicControl2,N/A,Communication
Com_ESP1_VehicleSpeedVSOSigValidData,EpsInput,Communication
Com_EngineSpeed,EpsInput,Communication
Com_FCM_3_CRC,EpsInput,Communication
Com_FCM_3_HptcVibPttrnReq,EpsInput,Communication
Com_FCM_3_HptcVibReq,EpsInput,Communication
Com_FCM_3_MsgCntr,EpsInput,Communication
Com_FCM_3_StrngWhlAgReq,EpsInput,Communication
Com_FCM_3_StrngWhlAgReqActive,EpsInput,Communication
Com_GasPedalPosition,EpsInput,Communication
Com_GasPedalPositionInvalidData,EpsInput,Communication
Com_ICM_1_HandBrakeSystemSts,EpsInput,Communication
Com_IHU_DriveMode,EpsInput,Communication
Com_LHFPulseCounter,EpsInput,Communication
Com_LHFPulseCounterFailSts,EpsInput,Communication
Com_LHFWheelSpeed,EpsInput,Communication
Com_LHFWheelSpeedValidData,EpsInput,Communication
Com_LHRPulseCounter,EpsInput,Communication
Com_LHRPulseCounterFailSts,EpsInput,Communication
Com_LHRWheelSpeed,EpsInput,Communication
Com_LHRWheelSpeedValidData,EpsInput,Communication
Com_LateralAcceleration,EpsInput,Communication
Com_LateralAccelerationSigValidData,EpsInput,Communication
Com_LongitudinalAcceleration,EpsInput,Communication
Com_LongitudinalAccelerationSigValid,EpsInput,Communication
Com_RHFPulseCounter,EpsInput,Communication
Com_RHFPulseCounterFailSts,EpsInput,Communication
Com_RHFWheelSpeed,EpsInput,Communication
Com_RHFWheelSpeedValidData,EpsInput,Communication
Com_RHRPulseCounter,EpsInput,Communication
Com_RHRPulseCounterFailSts,EpsInput,Communication
Com_RHRWheelSpeed,EpsInput,Communication
Com_RHRWheelSpeedValidData,EpsInput,Communication
Com_SSMStatus,EpsInput,Communication
Com_T1RxData,T1,Communication
Com_TesterRX,N/A,Communication
Com_TotalOdometer_km,EpsInput,Communication
Com_YAS_1_Checksum,EpsInput,Communication
Com_YAS_1_MessageCounter,EpsInput,Communication
Com_YAS_2_Checksum,EpsInput,Communication
Com_YAS_2_MessageCounter,EpsInput,Communication
Com_YawRate,EpsInput,Communication
Com_YawrateSigValidData,EpsInput,Communication
JMC_ESP_Alat,N/A,Communication
MtrIsRef,MotCAN(iMotCtrlIsRef),Communication
MtrTorqRef,MotCAN(mRedTorqFOC),Communication
cMcuTemp,TempDrv,Communication
cMosTemp,MosfetTemperatureCalculation,Communication
cMotorTemp,MotCAN,Communication
cNtcTemp,TempDrv,Communication
eSWConfigNVR,NVRam,Communication
fALkaDeactivated,LaneKeepAssistAngleCtrlMain(fLkaDeactivated),Communication
fAssistPraSwitchToLKA,LaneKeepAssistAngleCtrlMain(sAssistPraSwitchToLKA),Communication
fCanTermBlockUse1NVR,NVRam,Communication
fCanTermBlockUse2NVR,NVRam,Communication
fEPSDMCInhibit,DMS,Communication
fEPS_3_AgFailr,LaneKeepAssistAngleCtrlPlausi,Communication
fEPS_4_PSCMActRPCTrqValid,LaneKeepAssistAngleCtrlPlausi,Communication
fInputLmt_InjectEnable,InputLmt,Communication
fLkaRecTarAngOvRang,LaneKeepAssistAngleCtrlMain,Communication
fLkaRecTarSpdOvRang,LaneKeepAssistAngleCtrlMain,Communication
fMotPlausi_Enable,MotPlausi,Communication
fOverCurrent,SupplyVoltageReduction,Communication
fTLkaDeactivated,LaneKeepAssist(fLkaDeactivated),Communication
iBattCurrent,SigTfr,Communication
iPhaseCurrentU,OutputStage,Communication
iPhaseCurrentW,OutputStage,Communication
mLKAEPSTorsionTorAct,LaneKeepAssistAngleTorqConvert,Communication
mLKATorsionTorLimIntMax,LaneKeepAssistAngleTorqConvert,Communication
mLimMotorTorque,TorqueLimitationCoordinator,Communication
mLkaCheckedMMotOffset,LaneKeepAssistPlausi,Communication
mLkaCheckedTBTOffset,LaneKeepAssistPlausi,Communication
mLkaMaxRampRate,LaneKeepAssist,Communication
mMotPlausi_AbsTrqDiffInteg,MotPlausi,Communication
mMotPlausi_IntegLmt,MotPlausi,Communication
mMotPlausi_TrqDiffInteg,MotPlausi,Communication
mMotTorq4Check,RackPositionControl,Communication
mTorsionBarTorque,TAS,Communication
nRawRotorSpeed,RPS,Communication
nRawRotorSpeedFilt,RPS,Communication
sALkaICtrState,LaneKeepAssistAngleCtrlPlausi(sLkaICtrState),Communication
sCalibState,RackPosition,Communication
sEPSAssistanceStyle,DMS,Communication
sEPSAssociWithDriverModeNVW,DMS,Communication
sEPSCharacModeStatusDMSNVW,DMS,Communication
sEPS_4_AgCtrlLimActvd,LaneKeepAssistAngleCtrlPlausi,Communication
sEPS_4_LatDrvgAvlForLvl,N/A,Communication
sEPS_4_TBTDir,LaneKeepAssistAngleCtrlPlausi,Communication
sESLearnStateLeftNVW,RackPosition,Communication
sESLearnStateRightNVW,RackPosition,Communication
sEpsALkaErrorCode,LaneKeepAssistAngleCtrlMain(sEpsLkaErrorCode),Communication
sEpsALkaState,LaneKeepAssistAngleCtrlMain(sEpsLkaState),Communication
sEpsApxInhibitCode,APA,Communication
sEpsApxState,APA,Communication
sEpsTLkaErrorCode,LaneKeepAssist(sEpsLkaErrorCode),Communication
sEpsTLkaState,LaneKeepAssist(sEpsLkaState),Communication
sEventMemory,SystemStateMachine,Communication
sInterferDetdState,APA,Communication
sKL15State,IgnitionCalculation(sSystemKL15State),Communication
sLdwCtrlState,LDWCheck,Communication
sLdwState,LDW,Communication
sLkaTBTOffsetValid,LaneKeepAssist,Communication
sLowVoltageStateOem,BatteryMonitoring,Communication
sSteeringAngleInitState,RackPosition,Communication
sSystemState,SystemStateMachine,Communication
sTLkaICtrState,LaneKeepAssistPlausi(sLkaICtrState),Communication
uBatteryVoltage,BatteryStatus,Communication
uCoreVolt,BatteryStatus,Communication
vAbsAvgVehicleSpeed,VehicleSpeedMain,Communication
vAbsSteeringAngleSpeed,RotorSpeedCalculation,Communication
vSteeringAngleSpeed,RotorSpeedCalculation,Communication
wCombAbsAngle,TAS,Communication
wRPSCalibOffset,RPS,Communication
wRecTarAngOvRangLim,LaneKeepAssistAngleCtrlMain,Communication
wRelRotorPosition,RPS,Communication
wSteeringAngle,RackPosCorr,Communication
wSteeringAngleRaw,RackPosCorr,Communication
wWheelSteeringAngle,LaneKeepAssistAngleCtrlMain,Communication
xLimMotTrq,TRCCheck,Communication
yEpasFailSts,DMS,Communication
yFaultDetections,ErrorHandler,Communication
yRPSCalibStatus,RPS,Communication
yyySteerModeActivateOut,FailuerInjection,Communication
zChatterPeriodsCount,ChatterRecognition,Communication
CalibCtrl,RackPosition,Communication
NvRamI_GetBlockStatus,NVRam,Communication
NvRamI_ReadBlock,NVRam,Communication
NvRamI_WriteAllDefault,NVRam,Communication
NvRamI_WriteBlock,NVRam,Communication
SSMI_EventCheck,N/A,Communication
SSMI_EventNotify,N/A,Communication
WdgMonI_RunnCPR,WdgMMonitor,Communication
WdgMonI_RunnCPR10ms,WdgMMonitor,Communication

Table: CDD Dependency,,
Interface,Sender/Server,Receiver/Client
BatSnapMaxNegVoltDiff,CDD,N/A
BatSnapMaxPosVoltDiff,CDD,N/A
BatSnapPowerChkInitVolt,CDD,N/A
BatSnapPowerChkMaxVolt,CDD,N/A
BatSnapVbat1Now,CDD,N/A
BatSnapVbatNow,CDD,N/A
Current45Gain25354050_UPhaseCurrCompFactorNVW,CDD,N/A
Current45Gain25354050_VPhaseCurrCompFactorNVW,CDD,N/A
Current45Gain25354050_WPhaseCurrCompFactorNVW,CDD,N/A
Current80Gain25354050_UPhaseCurrCompFactorNVW,CDD,N/A
Current80Gain25354050_VPhaseCurrCompFactorNVW,CDD,N/A
Current80Gain25354050_WPhaseCurrCompFactorNVW,CDD,N/A
Gain25_UWVPhaseZeroCurrentDeviaNVW,CDD,N/A
Gain35_UWVPhaseZeroCurrentDeviaNVW,CDD,N/A
Gain40_UWVPhaseZeroCurrentDeviaNVW,CDD,N/A
Gain50_UWVPhaseZeroCurrentDeviaNVW,CDD,N/A
HighTempCurrent45Gain25354050_UPhaseCurrCompFactorNVW,CDD,N/A
