1,2,3
Com_TotalOdometer_km,N/A,EpsInput
Com_YAS_1_Checksum,N/A,EpsInput
Com_YAS_1_MessageCounter,N/A,EpsInput
Com_YAS_2_Checksum,N/A,EpsInput
Com_YAS_2_MessageCounter,N/A,EpsInput
Com_YawRate,N/A,EpsInput
Com_YawrateSigValidData,N/A,EpsInput
eSWConfigNVR,NVRam,EpsInput
fCanTerm2EPSInPut,N/A,EpsInput
fFactorySpeedSet,CanTerm,EpsInput
fNmBs_BusOffExecute_gdb,NetworkManagement,EpsInput
vYawVelocity,N/A,EpsInput
yFactoryEngineSpeed,CanTerm,EpsInput
yFactoryVehSpeed,CanTerm,EpsInput
yFactoryWheelSpeed,CanTerm,EpsInput
yNmBs_sReportError_ldb,NetworkManagement,EpsInput
zNmBs_BusOffErrorFitCount_gdu8,NetworkManagement,EpsInput
Event_DemEvent_ABS_ESP_1_IMPLAUSIBLE,N/A,EpsInput
Event_DemEvent_ABS_ESP_1_TIMEOUT,N/A,EpsInput
Event_DemEvent_ABS_ESP_1_VehicleSpeedVSOSig_INVALID,N/A,EpsInput
Event_DemEvent_COM_CAN_BUS_NO_COMM,N/A,EpsInput
Event_DemEvent_COM_ESP_0x211_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_0x221_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_0x242_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_0x243_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_GW_BCM_0x321_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_GW_EMS_0x101_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_GW_IC_0x510_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_GW_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_GW_VCU_0x10A_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_IPM_0x245_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_IPM_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_ESP_0x211,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_ESP_0x221,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_ESP_0x242,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_IPM_0x245,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_PAM_0x270,N/A,EpsInput
Event_DemEvent_COM_PAM_0x270_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_PAM_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_SIG_ENGSPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_FL_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_FR_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_IPM_LANEASSIT_TORQUEREQ,N/A,EpsInput
Event_DemEvent_COM_SIG_PAM_TRGTEPSSTRGWHLANG,N/A,EpsInput
Event_DemEvent_COM_SIG_RL_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_RR_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_VEHICLE_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_YAWRATE,N/A,EpsInput
Event_DemEvent_HCU_EMS_1_TIMEOUT,N/A,EpsInput
WdgMonI_RunnCPR,WdgMMonitor,EpsInput
WdgMonI_RunnCPR10ms,WdgMMonitor,EpsInput
,,
Table: VehicleSpeedMain Dependency,,
Interface,Sender/Server,Receiver/Client
sRawVehicleSpeedState,VehicleSpeedMain,APA|DMS|DTSCMain|LDW|LaneKeepAssistAngleCtrlMain
sVehicleRunning,VehicleSpeedMain,DriveUpDownSwitch|SSMErrorCheck|SystemStateMachine|TRCCheck
sVehicleSpeedState,VehicleSpeedMain,APA|ActiveDamping(sVehSpdState)|ActiveReturn|DMS|DTSCMain|FrictionCompensation|InertiaComp(sVehSpdState)|LaneKeepAssistAngleCtrlMain|PDC|PDC_Plausi|RackPosCorr(sVehSpState)|UDSServices
vAbsAvgVehicleSpeed,VehicleSpeedMain,ActiveDamping(vAbsVehSpdFilt)|ActiveReturn(vAbsVehSpdFilt)|ChatterRecognition(vAbsVehicleSpeed)|DMS|DTSCMain|EndStop|EpsSicPage|ErrorHandler|FrictionCompensation(vAbsVehicleSpeedFilt)|InertiaComp|LaneKeepAssist|PDC(vPDC_AbsAvgVehicleSpeed)|PDC_Plausi|ParaUpd|PowerAssistance(vAbsVehicleSpeedFilt)|RackPosCorr(vAbsVehSpdFilt)|SigProc|StartStop|SteeringControl(vAbsVehSpdFilt)|TorqueLimitationCoordinator|UDSServices|VehicleSpeedPlausi
vAbsSafeNssVehicleSpeedMain,VehicleSpeedMain,VehicleSpeedPlausi
vAbsSafeVehicleSpeedMain,VehicleSpeedMain,VehicleSpeedPlausi
vRawVehicleSpeedSend,VehicleSpeedMain,APA|APACheck|DMS|DTSCMain|LDW|LaneKeepAssistAngleCtrlMain|RackPositionControl
sSteeringAngleInitState,RackPosition,VehicleSpeedMain
vRawVehicleSpeed,EpsInput,VehicleSpeedMain
vWheelSpeedFL,EpsInput,VehicleSpeedMain
vWheelSpeedFR,EpsInput,VehicleSpeedMain
vWheelSpeedRL,EpsInput,VehicleSpeedMain
vWheelSpeedRR,EpsInput,VehicleSpeedMain
wAbsSteeringAngle,RackPosCorr,VehicleSpeedMain
Event_DemEvent_AppVehicleSpeedInvalid,N/A,VehicleSpeedMain
SSM_EventClear,SystemStateMachine,VehicleSpeedMain
SSM_EventNotify,SystemStateMachine,VehicleSpeedMain
WdgMonI_RunnCPR,WdgMMonitor,VehicleSpeedMain
,,
Table: EpsOutput Dependency,,
Interface,Sender/Server,Receiver/Client
Com_AngleFailure,EpsOutput,N/A
Com_BatteryWarning,EpsOutput,N/A
Com_CANWarning,EpsOutput,N/A
Com_EPS2_Reserved1,EpsOutput,N/A
Com_EPS2_Reserved2,EpsOutput,N/A
Com_EPSFailSts,EpsOutput,N/A
Com_EPSSteeringAngleCalibrationSts,EpsOutput,N/A
Com_EPSSts,EpsOutput,N/A
Com_EPS_1_MessageCounter,EpsOutput,N/A
Com_EPS_1_Reserved1,EpsOutput,N/A
Com_EPS_1_Reserved2,EpsOutput,N/A
Com_EPS_2_CRC,EpsOutput,N/A
Com_EPS_2_Message_Counter,EpsOutput,N/A
Com_EPS_3_CRC,EpsOutput,N/A
Com_EPS_3_Message_Counter,EpsOutput,N/A
Com_EPS_3_Reserved_1,EpsOutput,N/A
Com_EPS_3_StrngAgSpd,EpsOutput,N/A
Com_EPS_3_StrngAgSpdValidData,EpsOutput,N/A
Com_EPS_3_StrngWhlAg,EpsOutput,N/A
Com_EPS_3_StrngWhlAgValid,EpsOutput,N/A
Com_EPS_4_AgCtrlLimActvd,EpsOutput,N/A
Com_EPS_4_CRC,EpsOutput,N/A
Com_EPS_4_HptcVibSrvAvl,EpsOutput,N/A
Com_EPS_4_LatDrvgAvlForLvl,EpsOutput,N/A
Com_EPS_4_LoASts,EpsOutput,N/A
Com_EPS_4_Message_Counter,EpsOutput,N/A
Com_EPS_4_PSCMActRPCTrq,EpsOutput,N/A
Com_EPS_4_PSCMActRPCTrqValid,EpsOutput,N/A
Com_EPS_APA_CurrentSystemStatus,EpsOutput,N/A
Com_EPS_APA_FaultStatus,EpsOutput,N/A
Com_EPS_APA_SteeringAngleInvalid,EpsOutput,N/A
Com_EPS_APA_SteeringWheelAngleRes,EpsOutput,N/A
Com_EPS_AssistanceStyle_Sts,EpsOutput,N/A
Com_EPS_AssociWithDriverModeSts,EpsOutput,N/A
Com_EPS_EOTLearning_Sts,EpsOutput,N/A
Com_EPS_Temp_monitor,EpsOutput,N/A
Com_EpsControlStatus,EpsOutput,N/A
Com_InternalFailure,EpsOutput,N/A
Com_Reserved_InternalFaultcodeBits,EpsOutput,N/A
Com_Reserved_MCSwVersion,EpsOutput,N/A
Com_Reserved_SwVersion,EpsOutput,N/A
Com_SAM_1_GCRCCheck,EpsOutput,N/A
Com_SAM_1_G_MessageCounter,EpsOutput,N/A
Com_SAM_1_G_Reserved1,EpsOutput,N/A
Com_SASCalibrated,EpsOutput,N/A
Com_SASInit,EpsOutput,N/A
Com_SteeringAngle,EpsOutput,N/A
Com_SteeringAngleSpeed,EpsOutput,N/A
Com_SteeringAngleSpeedValidData,EpsOutput,N/A
Com_SteeringAngleValidData,EpsOutput,N/A
Com_TorsionBarTorque,EpsOutput,N/A
Com_TorsionBarTorqueDir,EpsOutput,N/A
Com_TosionBarTorqueValid,EpsOutput,N/A
cMcuTemp,TempDrv,EpsOutput
fALkaDeactivated,LaneKeepAssistAngleCtrlMain(fLkaDeactivated),EpsOutput
fAssistPraSwitchToLKA,LaneKeepAssistAngleCtrlMain(sAssistPraSwitchToLKA),EpsOutput
fEPSDMCInhibit,DMS,EpsOutput
fEPS_3_AgFailr,LaneKeepAssistAngleCtrlPlausi,EpsOutput
fEPS_4_PSCMActRPCTrqValid,LaneKeepAssistAngleCtrlPlausi,EpsOutput
fLkaRecTarAngOvRang,LaneKeepAssistAngleCtrlMain,EpsOutput
fLkaRecTarSpdOvRang,LaneKeepAssistAngleCtrlMain,EpsOutput
fNmBs_BusOffExecute_gdb,NetworkManagement,EpsOutput
fOverCurrent,SupplyVoltageReduction,EpsOutput
fTLkaDeactivated,LaneKeepAssist(fLkaDeactivated),EpsOutput
iBattCurrent,SigTfr,EpsOutput
mLKAEPSTorsionTorAct,LaneKeepAssistAngleTorqConvert,EpsOutput
mLKATorsionTorLimIntMax,LaneKeepAssistAngleTorqConvert,EpsOutput
mLkaCheckedMMotOffset,LaneKeepAssistPlausi,EpsOutput
mLkaCheckedTBTOffset,LaneKeepAssistPlausi,EpsOutput
mLkaMaxRampRate,LaneKeepAssist,EpsOutput
mMotTorq4Check,RackPositionControl,EpsOutput
mTorsionBarTorque,TAS,EpsOutput
sALkaICtrState,LaneKeepAssistAngleCtrlPlausi(sLkaICtrState),EpsOutput
sCalibState,RackPosition,EpsOutput
sEPSAssistanceStyle,DMS,EpsOutput
sEPSAssociWithDriverModeNVW,DMS,EpsOutput
sEPSCharacModeStatusDMSNVW,DMS,EpsOutput
sEPS_4_AgCtrlLimActvd,LaneKeepAssistAngleCtrlPlausi,EpsOutput
sEPS_4_LatDrvgAvlForLvl,N/A,EpsOutput
sEPS_4_TBTDir,LaneKeepAssistAngleCtrlPlausi,EpsOutput
sESLearnStateLeftNVW,RackPosition,EpsOutput
sESLearnStateRightNVW,RackPosition,EpsOutput
sEpsALkaErrorCode,LaneKeepAssistAngleCtrlMain(sEpsLkaErrorCode),EpsOutput
sEpsALkaState,LaneKeepAssistAngleCtrlMain(sEpsLkaState),EpsOutput
sEpsApxInhibitCode,APA,EpsOutput
sEpsApxState,APA,EpsOutput
sEpsTLkaErrorCode,LaneKeepAssist(sEpsLkaErrorCode),EpsOutput
sEpsTLkaState,LaneKeepAssist(sEpsLkaState),EpsOutput
sInterferDetdState,APA,EpsOutput
sLdwState,LDW,EpsOutput
sLdw_CtrlState,LDWCheck(sLdwCtrlState),EpsOutput
sLkaTBTOffsetValid,LaneKeepAssist,EpsOutput
sSteeringAngleInitState,RackPosition,EpsOutput
sSystemState,SystemStateMachine,EpsOutput
sTASAngleInitState,N/A,EpsOutput
sTLkaICtrState,LaneKeepAssistPlausi(sLkaICtrState),EpsOutput
vAbsSteeringAngleSpeed,RotorSpeedCalculation,EpsOutput
vSteeringAngleSpeed,RotorSpeedCalculation,EpsOutput
wRecTarAngOvRangLim,LaneKeepAssistAngleCtrlMain,EpsOutput
wSteeringAngle,RackPosCorr,EpsOutput
wSteeringAngleRaw,RackPosCorr,EpsOutput
xLimMotTrq,TRCCheck,EpsOutput
yEpasFailSts,DMS,EpsOutput
IndStatus_DTCFlag,N/A,EpsOutput
IndStatus_EmergencyECU,N/A,EpsOutput
IndStatus_EmergencyMotor,N/A,EpsOutput
IndStatus_HIGH_LAMP,N/A,EpsOutput
IndStatus_LOW_LAMP,N/A,EpsOutput
IndStatus_OverTemp,N/A,EpsOutput
IndStatus_OverVolt,N/A,EpsOutput
IndStatus_ShutDown,N/A,EpsOutput
IndStatus_SystemError,N/A,EpsOutput
IndStatus_TAS_Error,N/A,EpsOutput
IndStatus_UnderVolt,N/A,EpsOutput
WdgMonI_RunnCPR,WdgMMonitor,EpsOutput
WdgMonI_RunnCPR10ms,WdgMMonitor,EpsOutput
,,
Table: RackPosCorr Dependency,,
Interface,Sender/Server,Receiver/Client
wAbsDynSteeringAngle,RackPosCorr,N/A
wAbsSteeringAngle,RackPosCorr,ActiveDamping(wAbsStrAng)|ActiveReturn|DTSCMain|EndStop|EndStopCheckPlausi|FrictionCompensation|ShimmyTrqCal|VehicleSpeedMain
wDynSteerAngle,RackPosCorr,N/A
wSteeringAngle,RackPosCorr,APA|ActiveReturn|ChatterRecognition|EndStop|EndStopCheckPlausi|EpsOutput|EpsSicPage|ErrorHandler|FrictionCompensation|LaneKeepAssistAngleCtrlMain|LaneKeepAssistAngleCtrlPlausi|LaneKeepAssistAngleCtrlTorque(wCurrentAngle)|PDC(wPDC_SteeringAngle)|RackPositionControl(wCurrentAngle)|TorqueLimitationCoordinator|UDSServices
wSteeringAngleLTCorrNvW,RackPosCorr,NVRam(wSteeringAngleLTCorrNVW)
wSteeringAngleRaw,RackPosCorr,EpsOutput
wSteeringAngle_2,RackPosCorr,EndStopCheckPlausi
wsaLTCorr,RackPosCorr,N/A
wsaSTCorr,RackPosCorr,N/A
mAbsTorsionBarTorque,TAS,RackPosCorr
mTorsionBarTorque,TAS,RackPosCorr
nRotorSpeedFilt,RotorSpeedCalCheckPlausi(nRotSpeedFilt),RackPosCorr
sSteeringAngleState,RackPosition(sSteeringAngleInitState),RackPosCorr
sTASAngleInitState,TAS,RackPosCorr
sVehSpState,VehicleSpeedMain(sVehicleSpeedState),RackPosCorr
vAbsSteeringAngleSpeed,RotorSpeedCalculation,RackPosCorr
vAbsVehSpdFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),RackPosCorr
wCombAbsAngle,TAS,RackPosCorr
wSteeringAngleLTCorrNvR,NVRam(wSteeringAngleLTCorrNVR),RackPosCorr
wSteeringAngleNotCorr,RackPositionPlausi,RackPosCorr
wSteeringAngleNotCorr_2,RackPositionPlausi,RackPosCorr
wSteeringAngleOffset,FunctionCoordinatorPlausi(wStrAngleOffsetSafe),RackPosCorr
wSteeringAngleOffset_2,FunctionCoordinatorPlausi(wStrAngleOffsetSafeRedundant),RackPosCorr
AppFunctionState,ApplicationFunctionManage,RackPosCorr
RDII_ReadCheckRedundantRamS16,N/A,RackPosCorr
WdgMonI_RunnCPR,WdgMMonitor,RackPosCorr
,,
Table: ActiveDamping Dependency,,
Interface,Sender/Server,Receiver/Client
mActDampMotorTorque,ActiveDamping,SteeringControl(mActDampMotTrq)|UDSServices
aRotAccFilt,RotorSpeedCalculation(aRotAccelerationFilt),ActiveDamping
mAbsDrvTorq,DriverTorqueCalculation(mAbsDriverTorque),ActiveDamping
mAbsTorsionBarTorque,TAS,ActiveDamping
mDrvTorq,DriverTorqueCalculation(mDriverTorque),ActiveDamping
mTorsionBarTorque,TAS,ActiveDamping
nAbsGeneratoricRotSpd,RotorSpeedCalCheckPlausi(nAbsGenerRotSpeed),ActiveDamping
nAbsRotSpdFilt,RotorSpeedCalCheckPlausi(nAbsRotSpeedFilt),ActiveDamping
nRotSpdFilt,RotorSpeedCalCheckPlausi(nRotSpeedFilt),ActiveDamping
sSteeringAngleInitState,RackPosition,ActiveDamping
sVehSpdState,VehicleSpeedMain(sVehicleSpeedState),ActiveDamping
vAbsVehSpdFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),ActiveDamping
wAbsStrAng,RackPosCorr(wAbsSteeringAngle),ActiveDamping
xActDampFactor,FunctionCoordinatorPlausi(xActDampFactSafe),ActiveDamping
xActDampFactorRedundant,FunctionCoordinatorPlausi(xActDampFactSafeRedundant),ActiveDamping
xGearSign,ApplicationFunctionManage,ActiveDamping
yActualChar,DMS,ActiveDamping
WdgMonI_RunnCPR,WdgMMonitor,ActiveDamping
,,
Table: ActiveReturn Dependency,,
Interface,Sender/Server,Receiver/Client
mActiveReturnMotorTorq4Check,ActiveReturn,ActiveReturnPlausi
aRotAccelerationFilt,RotorSpeedCalculation,ActiveReturn
mAbsDriverTorque,DriverTorqueCalculation,ActiveReturn
mAbsTorsionBarTorque,TAS,ActiveReturn
mDriverTorque,DriverTorqueCalculation,ActiveReturn
mTorsionBarTorque,TAS,ActiveReturn
sSteeringAngleInitState,RackPosition,ActiveReturn
sVehicleSpeedState,VehicleSpeedMain,ActiveReturn
vAbsSafeVehicleSpeed,VehicleSpeedPlausi,ActiveReturn
vAbsSafeVehicleSpeed_2,VehicleSpeedPlausi,ActiveReturn
vAbsVehSpdFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),ActiveReturn
vSteeringAngleSpeed,RotorSpeedCalculation,ActiveReturn
wAbsSteeringAngle,RackPosCorr,ActiveReturn
wSteeringAngle,RackPosCorr,ActiveReturn
xActRetFuncFactor,FunctionCoordinatorPlausi(xActRetFactSafe),ActiveReturn
xActRetFuncFactorRedundant,FunctionCoordinatorPlausi(xActRetFactSafeRedundant),ActiveReturn
xActRetSpeedFactor,FunctionCoordinatorPlausi(xActRetSpdFactSafe),ActiveReturn
xActRetSpeedFactorRedundant,FunctionCoordinatorPlausi(xActRetSpdFactSafeRedundant),ActiveReturn
xGearSign,ApplicationFunctionManage,ActiveReturn
yActualChar,DMS,ActiveReturn
WdgMonI_RunnCPR,WdgMMonitor,ActiveReturn
,,
Table: DriverTorqueCalculation Dependency,,
Interface,Sender/Server,Receiver/Client
mAbsDriverTorque,DriverTorqueCalculation,ActiveDamping(mAbsDrvTorq)|ActiveReturn
mDriverTorque,DriverTorqueCalculation,ActiveDamping(mDrvTorq)|ActiveReturn
mGradTorsionBarTorque,TAS,DriverTorqueCalculation
mTorsionBarTorque,TAS,DriverTorqueCalculation
nRotorSpeed,RotorSpeedCalculation,DriverTorqueCalculation
xGearSign,ApplicationFunctionManage,DriverTorqueCalculation
WdgMonI_RunnCPR,WdgMMonitor,DriverTorqueCalculation
,,
Table: TRC Dependency,,
Interface,Sender/Server,Receiver/Client
xtcReqGradRedLevel,TRC,TRCCheck
xtcReqTorqueRedLevel,TRC,TRCCheck
ytcGradRedGradNeg,TRC,TRCCheck
ytcGradRedGradPos,TRC,TRCCheck
ytcTorqueRedGradNeg,TRC,TRCCheck
ytcTorqueRedGradPos,TRC,TRCCheck
xtcActGradRedLevelOut,TRCCheck,TRC
xtcActTorqueRedLevelOut,TRCCheck,TRC
TRCGet,TRC,ChatterRecognition|IgnitionCalculation|OverTemperatureProtection|StartStop|SupplyVoltageReduction
TRCGetGrad,TRC,PowerAssistance(TRCI_GetGrad)
TRCSet,TRC,ChatterRecognition|FailuerInjection(TRCSetFITS8)|OverTemperatureProtection|SSMErrorCheck|StartStop|SupplyVoltageReduction|SystemStateMachine
TRCSetGrad,TRC,SupplyVoltageReduction
TRCSetMotChar,TRC,SupplyVoltageReduction
,,
Table: PowerAssistance Dependency,,
Interface,Sender/Server,Receiver/Client
mAbsUlimitedAssistantTorque,PowerAssistance,PowerAssistancePlausi(mAbsUlimitAssistantTorque)
mAtMotorTorque,PowerAssistance,EndStop(mAssistMotTrq)|PowerAssistancePlausi|SteeringControl(mAssistMotTrq)
mMaxAssistTorque,PowerAssistance,EndStop
mTorsionBarTorqueSum,PowerAssistance,PowerAssistancePlausi
xAssistFilterFrequ,PowerAssistance,N/A
xAssistGrad,PowerAssistance,SteeringControl
fTBTOverRide,FunctionCoordinatorPlausi(fTBTOverRideSafe),PowerAssistance
fTBTOverRideRedundant,FunctionCoordinatorPlausi(fTBTOverRideSafeRedundant),PowerAssistance
mEndStopMotorTorque,EndStopCheckPlausi(mESMotorTorque),PowerAssistance
mSteeringTorqueOffset,FunctionCoordinatorPlausi(mTBTOffsetSafe),PowerAssistance
mSteeringTorqueOffsetRedundant,FunctionCoordinatorPlausi(mTBTOffsetSafeRedundant),PowerAssistance
mTorsionBarTorque,TAS,PowerAssistance
vAbsSteeringAngleSpeed,RotorSpeedCalculation,PowerAssistance
vAbsVehicleSpeedFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),PowerAssistance
xGearSign,ApplicationFunctionManage,PowerAssistance
yActualChar,DMS,PowerAssistance
zChatterPeriodsCount,ChatterRecognition,PowerAssistance
Event_DemEvent_AppAssistCurveInvalid,N/A,PowerAssistance
EvtInfo_DemEvent_AppAssistCurveInvalid,N/A,PowerAssistance
TRCI_GetGrad,TRC(TRCGetGrad),PowerAssistance
WdgMonI_RunnCPR,WdgMMonitor,PowerAssistance
,,
Table: ChatterRecognition Dependency,,
Interface,Sender/Server,Receiver/Client
xChatterReductionIRV,ChatterRecognition,N/A
zChatterPeriodsCount,ChatterRecognition,EpsSicPage|InertiaComp|PowerAssistance|SteeringControl(zChatterCnt)
zChatterPeriodsCountIRV,ChatterRecognition,N/A
aRotAcceleration,RotorSpeedCalculation,ChatterRecognition
mSpringTorque,EndStop(mESSprTrq),ChatterRecognition
nSteeringAngleSpeed,RotorSpeedCalculation(vSteeringAngleSpeed),ChatterRecognition
vAbsVehicleSpeed,VehicleSpeedMain(vAbsAvgVehicleSpeed),ChatterRecognition
wSteeringAngle,RackPosCorr,ChatterRecognition
Event_DemEvent_AppChatterIdentifiedRed,N/A,ChatterRecognition
NvGetFunction,ApplicationFunctionManage(AppFunctionState),ChatterRecognition
SSM_EventClear,SystemStateMachine,ChatterRecognition
SSM_EventNotify,SystemStateMachine,ChatterRecognition
TRCGet,TRC,ChatterRecognition
TRCSet,TRC,ChatterRecognition
WdgMonI_RunnCPR,WdgMMonitor,ChatterRecognition
,,
Table: InertiaComp Dependency,,
Interface,Sender/Server,Receiver/Client
mInertiaCompMotorTorque,InertiaComp,SteeringControl(mInertMotTrq)
aRotAcceleration,RotorSpeedCalculation(aRotAccelerationFilt),InertiaComp
sVehSpdState,VehicleSpeedMain(sVehicleSpeedState),InertiaComp
vAbsAvgVehicleSpeed,VehicleSpeedMain,InertiaComp
zChatterPeriodsCount,ChatterRecognition,InertiaComp
WdgMonI_RunnCPR,WdgMMonitor,InertiaComp
,,
Table: SteeringControl Dependency,,
Interface,Sender/Server,Receiver/Client
mNomMotTrq,SteeringControl,TRCCheck
mscGradTorBarTorque,SteeringControl,N/A
mscPATorquePT1,SteeringControl,N/A
mscSumD,SteeringControl,N/A
mscSumDOffset,SteeringControl,N/A
fTBTOverRide,FunctionCoordinatorPlausi(fTBTOverRideSafe),SteeringControl
fTBTOverRideRedundant,FunctionCoordinatorPlausi(fTBTOverRideSafeRedundant),SteeringControl
mActDampMotTrq,ActiveDamping(mActDampMotorTorque),SteeringControl
mAssistMotTrq,PowerAssistance(mAtMotorTorque),SteeringControl
mESSpringTrq,EndStop(mESSprTrq),SteeringControl
mFricCompMotTorq,FrictionCompensation,SteeringControl
mInertMotTrq,InertiaComp(mInertiaCompMotorTorque),SteeringControl
mMotTrqOffset,N/A,SteeringControl
mTorsionBarTorque,TAS,SteeringControl
sFunCooChattMode,FunctionCoordinator,SteeringControl
vAbsSteeringAngleSpeed,RotorSpeedCalculation,SteeringControl
vAbsVehSpdFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),SteeringControl
xAssistGrad,PowerAssistance,SteeringControl
xGearSign,ApplicationFunctionManage,SteeringControl
zChatterCnt,ChatterRecognition(zChatterPeriodsCount),SteeringControl
WdgMonI_RunnCPR,WdgMMonitor,SteeringControl
,,
Table: SystemStateMachine Dependency,,
Interface,Sender/Server,Receiver/Client
Request_ESH_RunRequest_0,SystemStateMachine,N/A
fLastCycleNvWriteDown,SystemStateMachine,DMS
fNvWriteFlagNVW,SystemStateMachine,NVRam
sEventMemory,SystemStateMachine,EpsSicPage|SSMErrorCheck
sSystemState,SystemStateMachine,APA|CanTerm|DMS|DTSCMain|EpsOutput|EpsSicPage|ErrorHandler|ErrorReaction|FunctionCoordinator|IgnitionCalculation|LDW|LaneKeepAssist|LaneKeepAssistAngleCtrlMain|NVRam|NetworkManagement|OverTemperatureProtection|SSMErrorCheck|SigProc|StartStop|SupplyVoltageReduction|UDSServices
sudProgsessionResponse,SystemStateMachine,N/A
eSWConfigNVR,NVRam,SystemStateMachine
fFactoryModeEnable,CanTerm,SystemStateMachine
fNvWriteFlagNVR,NVRam,SystemStateMachine
fOutputStageEnable,OutputStage,SystemStateMachine
fcuOffsetUpdateRunning,N/A,SystemStateMachine
mAbsTorsionBarTorque_xdu16,TAS(mAbsTorsionBarTorque),SystemStateMachine
mLimMotorTorque,TorqueLimitationCoordinator,SystemStateMachine
mTorsionBarTorque,TAS,SystemStateMachine
nAbsRotorSpd,RotorSpeedCalculation(nAbsRotorSpeed),SystemStateMachine
sEngineRunningState,EngineRunning(sEngingRunningState),SystemStateMachine
sFactoryModeState,CanTerm,SystemStateMachine
sNetworkManageStatus,N/A,SystemStateMachine
sRPSErrCode,RPS,SystemStateMachine
sSysPowerMode,N/A,SystemStateMachine
sSystemKL15State,IgnitionCalculation,SystemStateMachine
sVehicleRunning,VehicleSpeedMain,SystemStateMachine
uBatteryVoltage,BatteryStatus,SystemStateMachine
vAbsSteeringAngleSpeed,RotorSpeedCalculation,SystemStateMachine
xtcLimMotTorFactor,TRCCheck(xLimMotTrq),SystemStateMachine
yRPSCalibStatus,RPS,SystemStateMachine
SSM_EventCheck,SystemStateMachine,SSMErrorCheck(SSMI_EventCheck)|SystemStateMachine(SSM_EventCheckIRV)
SSM_EventClear,SystemStateMachine,ChatterRecognition|OverTemperatureProtection|StartStop|SupplyVoltageReduction|SystemStateMachine(SSM_EventClearIRV)|VehicleSpeedMain
SSM_EventNotify,SystemStateMachine,ChatterRecognition|IgnitionCalculation|IoHwAbifRte|NVRam|OutputStage|OverTemperatureProtection|RPS|SBC|StartStop|SupplyVoltageReduction|TAS|VehicleSpeedMain
AppFunctionState,ApplicationFunctionManage,SystemStateMachine
IndStatus_ShutDown,N/A,SystemStateMachine
IndStatus_SystemError,N/A,SystemStateMachine
NvRamI_GetBlockStatus,NVRam,SystemStateMachine
NvRamI_GetWriteAllStatus,NVRam,SystemStateMachine
NvRamI_WriteAll,NVRam,SystemStateMachine
NvRamI_WriteBlock,NVRam,SystemStateMachine
OpCycle_PowerCycle,N/A,SystemStateMachine
PreDrvI_SetOutputStageOff,OutputStage,SystemStateMachine
PreDrvI_SetOutputStageOn,OutputStage,SystemStateMachine
SSMI_DriveDownUpSwitch_Oem,DriveUpDownSwitch,SystemStateMachine
SSM_EventCheckIRV,SystemStateMachine(SSM_EventCheck),SystemStateMachine
SSM_EventClearIRV,SystemStateMachine(SSM_EventClear),SystemStateMachine
TRCSet,TRC,SystemStateMachine
UR_CN_EPS_7288cddd,N/A,SystemStateMachine
WdgMonI_RunnCPR,WdgMMonitor,SystemStateMachine
,,
Table: LifeCycle Dependency,,
Interface,Sender/Server,Receiver/Client
fLastCycleNvWriteDown,LifeCycle,N/A
fNvWriteFlagNVW,LifeCycle,N/A
sEventMemory,LifeCycle,N/A
sKL15State,LifeCycle,N/A
sSystemState,LifeCycle,N/A
sudProgsessionResponse,LifeCycle,N/A
eSWConfigNVR,NVRam,LifeCycle
fFactoryModeEnable,CanTerm,LifeCycle
fNvWriteFlagNVR,NVRam,LifeCycle
fOutputStageEnable,OutputStage,LifeCycle
fcuOffsetUpdateRunning,SystemStateMachine,LifeCycle
fudProgsessionReset,N/A,LifeCycle
mAbsTorsionBarTorque,TAS,LifeCycle
